false_positive_rate,true_positive_rate,threshold
0.09773172780733688,0.6242138364779874,0.5627241
0.09773172780733688,0.625,0.56264377
0.09801176141136936,0.625,0.56254023
0.09801176141136936,0.6257861635220126,0.562146
0.09871184542145058,0.6257861635220126,0.56062466
0.09871184542145058,0.6273584905660378,0.56018215
0.09955194623354803,0.6273584905660378,0.55865616
0.09955194623354803,0.6281446540880503,0.55860716
0.10039204704564547,0.6281446540880503,0.55761296
0.10039204704564547,0.6312893081761006,0.5567729
0.10053206384766172,0.6312893081761006,0.55669546
0.10053206384766172,0.6320754716981132,0.55632615
0.10109213105572669,0.6320754716981132,0.5556787
0.10109213105572669,0.6336477987421384,0.555451
0.10137216465975916,0.6336477987421384,0.555343
0.10137216465975916,0.6344339622641509,0.55515754
0.10221226547185662,0.6344339622641509,0.55453455
0.10221226547185662,0.6352201257861635,0.5544484
0.10333239988798656,0.6352201257861635,0.55285144
0.10333239988798656,0.6360062893081762,0.5525238
0.10375245029403528,0.6360062893081762,0.55233103
0.10375245029403528,0.6367924528301887,0.5522913
0.10557266872024643,0.6367924528301887,0.55015934
0.10557266872024643,0.6375786163522013,0.5499349
0.10683281993839261,0.6375786163522013,0.54853207
0.10683281993839261,0.6383647798742138,0.5484195
0.10739288714645757,0.6383647798742138,0.5474999
0.10739288714645757,0.6391509433962265,0.5474515
0.10753290394847381,0.6391509433962265,0.5471195
0.10753290394847381,0.639937106918239,0.54691213
0.10837300476057127,0.639937106918239,0.54509985
0.10837300476057127,0.6407232704402516,0.5450887
0.10865303836460376,0.6407232704402516,0.54498523
0.10865303836460376,0.6415094339622641,0.54481256
0.10907308877065248,0.6415094339622641,0.5444435
0.10907308877065248,0.6430817610062893,0.5441629
0.10963315597871745,0.6430817610062893,0.54288584
0.10963315597871745,0.6438679245283019,0.5428574
0.11033323998879865,0.6438679245283019,0.5420753
